,content
1167,"et plusieurs de ses collègues  TENDANT A INTERDIRE LES RELATIONS ECONOMIQUES, COMMERCIALES, CULTURELLES, MILITAIRES ET POLITIQUES AVEC L'AFRIQUE-DU-SUD TANT QUE DURERA LE REGIME D'APARTHEID"
1168,TENDANT A INTERDIRE LE CONTROLE MEDICAL PATRONAL
1169,et plusieurs de ses collègues  relative a l'interdiction du travail de nuit pour les femmes et visant a renforcer les protections dans les secteurs ou il est indispensable
1170,TENDANT A INTERDIRE LES MISES A MORT D'ANIMAUX DANS LES CHASSES A COURRE
1171,tendant a interdire toute publicite en faveur des services telematiques a caractere pornographique
1172,tendant a interdire la retroactivite des lois et des reglements
1173,et plusieurs de ses collègues  tendant a interdire l'amnistie des infractions commises en relation avec le financement des campagnes et des partis politiques
1174,tendant a interdire l'amnistie des infractions commises en relation avec le financement des campagnes electorales et des partis politiques
1175,TENDANT A INTERDIRE TOUT MESSAGE SUBLIMINAL
1176,i  modifiant l'ordonnance du 21 octobre 1986 relative a l'interessement et a la participation des salaries aux resultats de l'entreprise et a l'actionnariat des salaries et introduisant dans le code du travail les dispositions de cette ordonnance relatives a l'interessement et a la participation
1177,
1178,tendant a soumettre toutes interventions de l'armee francaise dans un pays etranger avec lequel la France a signe un accord de defense a l'approbation prealable du Parlement
1179,"et plusieurs de ses collègues  TENDANT A ABROGER LA LOI NO 86-1290 DU 23 DECEMBRE 1986 TENDANT A FAVORISER L'INVESTISSEMENT LOCATIF, L'ACCESSION A LA PROPRIETE DE LOGEMENTS SOCIAUX ET LE DEVELOPPEMENT DE L'OFFRE FONCIERE"
1180,"modifiant l'article 26 de la Constitution, tendant a supprimer l'inviolabilite dont beneficient les membres du Parlement"
1181,oposition de loi de M. Jacques OUDIN  et plusieurs de ses collègues  tendant a remplacer le regime complementaire de retraite institue au profit des agents non titulaires de l'Etat et des collectivites publiques par un nouveau regime complementaire de retraite et de prevoyance
1182,tendant a organiser un controle adapte a l'interruption volontaire de grossesse pour motif therapeutique pour une meilleure protection du foetus
1183,tendant a faire du 20 novembre une journee nationale des droits de l'enfant
1184,et plusieurs de ses collègues  TENDANT A LA RECONNAISSANCE DE LA LANGUE DES SIGNES FRANCAISE
1185,et plusieurs de ses collègues  RELATIVE A LA PROMOTION DE LA LANGUE DES SIGNES FRANCAISE
1186,TENDANT A LA RECONNAISSANCE DE LA LANGUE DES SIGNES FRANCAISE
1187,RELATIVE A L'ENSEIGNEMENT DE LA LANGUE ET DE LA CULTURE ARMENIENNES
1188,relative a l'usage de la langue francaise
1189,et plusieurs de ses collègues  relative au statut et a la promotion de la langue regionale en Alsace et en Moselle
1190,RELATIVE AU STATUT ET A LA PROMOTION DES LANGUES ET CULTURES REGIONALES
1191,RELATIVE AUX LANGUES DE FRANCE ET AUX CULTURES REGIONALES
1192,
1193,relative au statut et a la promotion des langues regionales
1194,ojet de loi  relatif a l'action des collectivites locales en faveur de la lecture publique et des salles de spectacle cinematographique
1195,
1196,"relative a l'attribution de la legion d'honneur aux anciens combattants de la Premiere Guerre mondiale, titulaires de la medaille militaire"
1197,
1198,et plusieurs de ses collègues  TENDANT A ACCORDER LA LEGION D'HONNEUR AUX ANCIENS COMBATTANTS DE LA GUERRE 1914-1918 TITULAIRES D'UN TITRE DE GUERRE
1199,TENDANT A ACCORDER LA LEGION D'HONNEUR AUX ANCIENS COMBATTANTS DE LA GUERRE DE 1914-1918 ENCORE VIVANTS
1200,ojet de loi  D'HABILITATION RELATIF A L'ADAPTATION DE LA LEGISLATION APPLICABLE DANS LA COLLECTIVITE TERRITORIALE DE MAYOTTE
1201,tendant a renforcer la legislation anti-raciste en vue de combattre les theses revisionnistes et de permettre les poursuites a l'encontre des negateurs de l'holocauste nazi
1202,bilitation relatif a l'adaptation de la legislation applicable dans les territoires d'outre-mer
1203,et plusieurs de ses collègues  TENDANT A RENDRE LICITE LA DECLARATION DE VOLONTE DE MOURIR DANS LA DIGNITE ET A MODIFIER L'ARTICLE 63 DU CODE PENAL
1204,iant la loi du 15 juillet 1845 sur la police des chemins de fer
1205,tendant a supprimer les dispositions restrictives de la legislation sur les archives qui rendent possible la mise en cause de la Resistance
1206,tendant a accorder une liberation anticipee automatique aux appeles du service national perdant un de leurs parents
1207,oi  MODIFIANT LA LOI NO 86-1067 DU 30 SEPTEMBRE 1986 RELATIVE A LA LIBERTE DE COMMUNICATION
1208,"ojet de loi  modifiant les articles 27, 31 et 70 de la loi no 86-1067 du 30 septembre 1986 modifiee relative a la liberte de communication"
1209,ojet de loi  completant l'article 26 de la loi no 86-1067 du 30 septembre 1986 relative a la liberte de communication
1210,portant adaptation aux departements d'outre-mer de la loi no 86-1067 du 30 septembre 1986 relative a la liberte de communication
1211,relative a la liberte de la concurrence
1212,RELATIVE A LA LIBERTE DE REPRODUCTION DES LOGICIELS
1213,tendant a modifier l'ordonnance no 86-1243 du 1er decembre 1986 relative a la liberte des prix et de la concurrence
1214,RELATIVE AU LIBRE CHOIX DU MEDECIN DANS LES REGIMES SPECIAUX DE SECURITE SOCIALE
1215,  MODIFIANT LE CODE DU TRAVAIL ET RELATIF A LA PREVENTION DU LICENCIEMENT ECONOMIQUE ET AU DROIT A LA CONVERSION
1216,relative a la procedure de licenciement pour motif economique
1217,tendant a modifier la loi no 67-483 du 22 juin 1967 relative a la Cour des Comptes en vue de preciser les liens entre le Parlement et la Cour des Comptes
1218,tendant a modifier l'article L.O. 151 du code electoral relatif a la limitation de cumul des mandats electoraux et des fonctions electives par les parlementaires
1219,tendant a limiter le renouvellement des mandats des deputes et des senateurs
1220,relative a la limitation du cumul des mandats electoraux
1221,relative a la limitation du nombre de mandats consecutifs pouvant etre exerces par la meme personne dans la meme fonction
1222,"tendant a limiter le renouvellement des mandats des maires, conseillers regionaux et conseillers generaux"
1223,
1224,tendant a etablir une limite d'age maximum pour etre candidat aux elections nationales et locales
1225,modifiant la loi no 85-1406 du 30 decembre 1985 tendant a limiter le cumul des mandats electoraux et des fonctions electives
1226,oi  modifiant certaines limites d'age des militaires et modifiant l'article 27 de la loi no 91-73 du 18 janvier 1991 portant dispositions relatives a la sante publique et aux assurances sociales
1227,TENDANT A DEFINIR LES LIMITES DE LA CESSATION VOLONTAIRE DE GROSSESSE
1228,RELATIVE AUX CONDITIONS DE CREATION ET DE MODIFICATION DES LIMITES DES CANTONS
1229,
1230,tendant a rendre effective l'obligation d'inscription sur les listes electorales
1231,tendant a autoriser un majeur en tutelle a etre inscrit sur une liste electorale et a voter si le juge l'y autorise
1232,RELATIVE A L'ETABLISSEMENT DES LISTES POUR LES ELECTIONS PROFESSIONNELLES
1233,et plusieurs de ses collègues  TENDANT A LA MISE EN OEUVRE DE L'ARTICLE 26 DE LA LOI NO 82-526 DU 22 JUIN 1982 RELATIVE AUX DROITS ET OBLIGATIONS DES LOCATAIRES ET DES BAILLEURS EN AUTORISANT LE JUGE A MAINTENIR DANS LE LOGEMENT UN LOCATAIRE DE BONNE FOI MENACE D'EXPULSION
1234,tendant a instituer une reduction fiscale au profit des contribuables mettant a la disposition d'une association un local de leur habitation principale
1235,pour favoriser l'acces au logement
1236,TENDANT A ASSURER LE LOGEMENT DES PERSONNES ET FAMILLES LES PLUS DEFAVORISEES
1237,"TENDANT A PERMETTRE AUX RECEVEURS, RECEVEURS RURAUX ET CHEFS DE CENTRE DES POSTES ET TELECOMMUNICATIONS D'ACCEDER A LA PROPRIETE D'UNE RESIDENCE PRINCIPALE ET A EXCLURE LE LOGEMENT DE FONCTION DES BAREMES D'IMPOSITION"
1238,tendant a offrir des logements decents a toute famille dont les membres sont prives d'un emploi et relevent du regime des ASSEDIC et ou percoivent des prestations de nature equivalente
1239, de finances  POUR 1989
1240,de finances  pour 1990
1241,de finances  pour 1991
1242,de finances  pour 1992
1243, de finances  pour 1993
1244, de finances rectificative  POUR 1988
1245,ojet de loi de finances rectificative  pour 1989
1246,de finances rectificative  pour 1990
1247,de finances rectificative  pour 1991
1248, de finances rectificative  pour 1992
1249,
1250,et plusieurs de ses collègues  tendant au reglement du contentieux relatif aux familles des morts et au retablissement de la proportionnalite des pensions
1251,visant a reformer le mecanisme de lutte contre la delinquance economique et financiere
1252,"et plusieurs de ses collègues  TENDANT A LUTTER CONTRE LA DROGUE PAR DES MESURES APPROPRIEES D'INFORMATION, DE PREVENTION, DE SOINS AUX TOXICOMANES, DE REINSERTION SOCIALE ET UNE ACTION RENFORCEE POUR REPRIMER LES TRAFICS ET PRENDRE DES INITIATIVES INTERNATIONALES"
1253,"TENDANT A LUTTER CONTRE LA DROGUE PAR DES MESURES APPROPRIEES D'INFORMATION, DE PREVENTION, DE SOINS AUX TOXICOMANES, DE REINSERTION SOCIALE ET UNE ACTION RENFORCEE POUR REPRIMER LES TRAFICS ET PRENDRE DES INITIATIVES INTERNATIONALES"
1254,tendant a lutter contre la drogue
1255,TENDANT A ELEVER LE NIVEAU QUANTITATIF ET QUALITATIF DE LA CONTRIBUTION FRANCAISE AU DEVELOPPEMENT DES PAYS NON INDUSTRIALISES ET A LUTTER CONTRE LA FAIM
1256,RELATIVE A LA CONTRIBUTION DE LA FRANCE A LA LUTTE CONTRE LA FAIM ET POUR LE DEVELOPPEMENT DES REGIONS TRES DEFAVORISEES
1257,RELATIVE A LA CONTRIBUTION DE LA FRANCE A LA LUTTE CONTRE LA FAIM ET POUR LE DEVELOPPEMENT DES REGIONS TRES DEFAVORISEES
1258,RELATIVE A LA CONTRIBUTION DE LA FRANCE A LA LUTTE CONTRE LA FAIM ET POUR LE DEVELOPPEMENT DES REGIONS TRES DEFAVORISEES
1259,RELATIVE A LA CONTRIBUTION DE LA FRANCE A LA LUTTE CONTRE LA FAIM ET POUR LE DEVELOPPEMENT DES REGIONS TRES DEFAVORISEES
1260,et plusieurs de ses collègues  relative a la contribution de la France a la lutte contre la faim et pour le developpement des regions tres defavorisees
1261,et plusieurs de ses collègues  relative a la contribution de la France a la lutte contre la faim et pour le developpement des regions tres defavorisees
1262,relative a la contribution de la France a la lutte contre la faim et pour le developpement des regions tres defavorisees
1263,TENDANT A LUTTER CONTRE LA FAIM DANS LE MONDE ET POUR LE DEVELOPPEMENT
1264,et plusieurs de ses collègues  TENDANT A LUTTER CONTRE LA FAIM DANS LE MONDE ET POUR LE DEVELOPPEMENT
1265,latif a la lutte contre la fievre aphteuse et portant modifications du code rural et du code penal
1266,TENDANT A LUTTER CONTRE LA FRAUDE ELECTORALE
1267,TENDANT A INSTITUER DES MESURES URGENTES POUR LUTTER CONTRE LA PAUVRETE
1268,et plusieurs de ses collègues  TENDANT A INSTITUER DES MESURES URGENTES POUR LUTTER CONTRE LA PAUVRETE
1269,"ORISANT L'APPROBATION D'UNE CONVENTION POUR LA PROTECTION, LA GESTION ET LA MISE EN VALEUR DU MILIEU MARIN ET DES ZONES COTIERES DE LA REGION DE L'AFRIQUE ORIENTALE (ENSEMBLE UNE ANNEXE) ET DE DEUX PROTOCOLES, L'UN RELATIF AUX ZONES PROTEGEES AINSI QU'A LA FAUNE ET A LA FLORE SAUVAGES DANS LA REGION DE L'AFRIQUE ORIENTALE (ENSEMBLE QUATRE ANNEXES), L'AUTRE RELATIF A LA COOPERATION EN MATIERE DE LUTTE CONTRE LA POLLUTION DES MERS EN CAS DE SITUATION CRITIQUE DANS LA REGION DE L'AFRIQUE ORIENTALE (ENSEMBLE UNE ANNEXE)"
1270,TENDANT A INSTAURER DES MESURES URGENTES DE LUTTE CONTRE LA SPECULATION FINANCIERE
1271,TENDANT A RENFORCER LA LUTTE CONTRE LA TOXICOMANIE EN AUGMENTANT LES PEINES ENCOURUES PAR LES USAGERS ET LES TRAFIQUANTS DE STUPEFIANTS
1272,TENDANT A MODIFIER L'ARTICLE L. 49 DU CODE DES DEBITS DE BOISSONS ET DES MESURES CONTRE L'ALCOOLISME
1273,TENDANT A MODIFIER LE CODE DES DEBITS DE BOISSONS ET DES MESURES DE LUTTE CONTRE L'ALCOOLISME
1274,"tendant a completer l'article L. 1er du code de la route afin d'etendre, sous certaines conditions, les mesures relatives a la lutte contre l'alcoolisme au volant, a la conduite automobile sous l'influence de drogues illicites"
1275,relative a la lutte contre l'apartheid
1276,
1277,i  relatif a la lutte contre le bruit
1278,relative a la lutte contre le bruit
1279,relative a la lutte contre le bruit
1280,relative a la lutte contre le bruit
1281,
1282,
1283,oposition de loi de M. Jean-Pierre FOURCADE  et plusieurs de ses collègues  TENDANT A ETENDRE AUX TERRITOIRES D'OUTRE-MER LES DISPOSITIONS DE L'ARTICLE 9 DE LA LOI NO 86-1020 DU 9 SEPTEMBRE 1986 RELATIVE A LA LUTTE CONTRE LE TERRORISME COMPLETEE PAR LA LOI NO 86-1322 DU 30 DECEMBRE 1986 MODIFIANT LE CODE DE PROCEDURE PENALE
1284,relative a l'extension a la Nouvelle-Caledonie de la loi no 86-1020 du 9 septembre 1986 relative a la lutte contre le terrorisme et aux atteintes a la surete de l'Etat
1285,i  relatif au renforcement de la lutte contre le trafic de stupefiants
1286,tendant a creer des zones forestieres sensibles pour lutter contre les incendies de foret
1287,
1288,relative au droit au maintien dans les lieux pour les occupants sans titre
1289,latif aux conditions de fixation des prix des prestations fournies par certains etablissements assurant l'hebergement des personnes agees
1290, PORTANT MODIFICATION DE LA LOI NO 85-704 DU 12 JUILLET 1985 RELATIVE A LA MAITRISE D'OUVRAGE PUBLIQUE ET A SES RAPPORTS AVEC LA MAITRISE D'OEUVRE PRIVEE
1291,
1292,"tendant a modifier l'article L.18 du code des pensions civiles et militaires de retraite, de facon a supprimer la condition de duree d'education pour beneficier de la majoration de pension accordee aux titulaires ayant eleve au moins trois enfants"
1293,tendant a faire beneficier les peres de famille ayant eleve seuls un ou plusieurs enfants de la majoration des annuites d'assurance dans les conditions prevues a l'article L. 351-4 du code de la securite sociale
1294,TENDANT A LA MAJORATION DES RENTES VIAGERES EN FONCTION DE LA VARIATION CONSTATEE DE L'INDICE DES PRIX A LA CONSOMMATION
1295,TENDANT A MODIFIER LES CONDITIONS D'ATTRIBUTION D'UNE MAJORATION POUR TIERCE PERSONNE AUX GRANDS INVALIDES ASSURES SOCIAUX
1296,TENDANT A MODIFIER CERTAINES DISPOSITIONS DU CODE DE LA SECURITE SOCIALE RELATIVES A LA MAJORATION DE LA PENSION D'INVALIDITE POUR ASSISTANCE D'UNE TIERCE PERSONNE
1297,et plusieurs de ses collègues  TENDANT A MODIFIER LES CONDITIONS D'ATTRIBUTION D'UNE MAJORATION POUR TIERCE PERSONNE AUX GRANDS INVALIDES ASSURES SOCIAUX
1298,tendant a inscrire les affections consecutives a une exposition a l'acrylonitrile dans le tableau des maladies professionnelles
1299,TENDANT A MODIFIER LA LOI NO 87-39 DU 27 JANVIER 1987 EN MATIERE DE LUTTE CONTRE LES MALADIES TRANSMISES PAR LES INSECTES VECTEURS
1300, de loi de M. Jean-Michel BELORGEY  relative a la prorogation des mandats des membres du Conseil de l'Ordre des medecins et du Conseil de l'Ordre des sages-femmes
1301,tendant a obliger les candidats aux elections legislatives et senatoriales a detenir un mandat local
1302,elatif aux conditions d'exercice des mandats locaux
1303,tendant a moraliser le marche de l'estampe et de la lithographie
1304,RELATIF A LA SECURITE ET A LA TRANSPARENCE DU MARCHE FINANCIER
1305, portant adaptation au marche unique europeen de la legislation applicable en matiere d'assurance et de credit
1306,"de M. Louis MERMAZ  et plusieurs de ses collègues  RELATIVE AUX MARQUES DE FABRIQUE, DE COMMERCE OU DE SERVICE"
1307,TENDANT A INSTITUER UNE MEDAILLE D'HONNEUR DU BENEVOLAT
1308,latif aux relations entre les medecins et l'assurance maladie
1309,TENDANT A INSTITUER DES MEDIATEURS MEDICAUX
1310,i  INSTITUANT LA MEDIATION DEVANT LES JURIDICTIONS DE L'ORDRE JUDICIAIRE
1311,oi de M. Michel SUCHOD  et plusieurs de ses collègues  RELATIVE A LA PROROGATION DES MANDATS DES MEMBRES DES COMITES ECONOMIQUES ET SOCIAUX REGIONAUX
1312,TENDANT A ETENDRE LES DISPOSITIONS DE L'ARTICLE L. 351-8 DU CODE DE LA SECURITE SOCIALE RELATIVES AUX MERES DE FAMILLE SALARIEES
