,Title,Name,content,
1078,HANDICAPES,Ivan RENAR,et plusieurs de ses collègues  TENDANT A ASSURER UNE LARGE INFORMATION SUR LES PROBLEMES DES PERSONNES ATTEINTES D'UN HANDICAP,
1079,handicapes et deductions d'impot,Francisque PERRUT,tendant a permettre au contribuable handicape paraplegique et dependant de deduire de son revenu net imposable la somme des depenses engagees pour l'adaptation de son logement a sa situation et sa reinsertion dans son cadre de vie habituel,
1080,harcelement sexuel dans le travail,"Franck Sérusclat, Janine Ecochard",i  relatif a l'abus d'autorite en matiere sexuelle dans les relations de travail et modifiant le code du travail et le code de procedure penale,
1081,haute autorite de la securite nucleaire,Louis MERMAZ,tendant a instituer une haute autorite de la securite nucleaire et de la prevention des risques technologiques majeurs,
1082,Haute Cour de Justice,Bernard PONS,tendant a modifier l'article 2 de l'ordonnance no 59-1 du 2 janvier 1959 portant loi organique sur la Haute Cour de Justice,
1083,Haute Cour de justice,Jean-Marie CARO,relative a la Haute Cour de justice,
1084,heure legale,Alain BONNET,relative a la fixation de l'heure legale,
1085,HEURE LEGALE EN FRANCE METROPOLITAINE,Arnaud LEPERCQ,TENDANT A MODIFIER L'HEURE LEGALE EN FRANCE METROPOLITAINE,
1086,hospitalisation des malades mentaux,"Jean Dumont, Didier Chouat", relatif aux droits et a la protection des personnes hospitalisees en raison de troubles mentaux et a leurs conditions d'hospitalisation,
1087,immigration clandestine,Pierre MAZEAUD,tendant a modifier l'ordonnance no 45-2658 du 2 novembre 1945 modifiee par la loi no 90-34 du 10 janvier 1990 relative aux conditions d'entree et de sejour des etrangers en France et a creer un Office central pour la repression de l'immigration clandestine,
1088,immigration en France,Bernard PONS,tendant a organiser la definition d'un quota annuel d'immigration en France,
1089,immigration reguliere,Daniel HOEFFEL,tendant a modifier l'ordonnance no 45-2658 du 2 novembre 1945 et la loi no 52-893 du 25 juillet 1952 afin de reprimer plus severement l'immigration irreguliere,
1090,IMMUNITE PARLEMENTAIRE,"Louis MERMAZ, Gérard Gouzes, Guy Allouche",de loi de M. Louis MERMAZ  et plusieurs de ses collègues  RELATIVE A L'IMMUNITE PARLEMENTAIRE,
1091,immunite parlementaire,Jean Louis MASSON,relative a l'immunite parlementaire,
1092,IMPLANTATIONS DE GOLFS,Michel PELCHAT,TENDANT A MODIFIER LE CODE FORESTIER AFIN DE FAVORISER LES IMPLANTATIONS DE GOLFS,
1093,imposition des indemnites de fonction des elus locaux,Pierre VALLON,et plusieurs de ses collègues  visant a modifier l'article 47 de la loi de finances rectificative pour 1992 (nc 92-1476 du 31 decembre 1992),
1094,imposition sur les amenagements liés aux TGV,Jean BESSON,,
1095,IMPOT DE SOLIDARITE SUR LA FORTUNE,Alain Richard, RELATIF A L'IMPOT DE SOLIDARITE SUR LA FORTUNE,
1096,impot sur la fortune pour les couples maries,Jean Louis MASSON,tendant a remedier aux discriminations creees par le calcul de l'impot sur la fortune a l'encontre des couples maries,
1097,impots directs locaux,"René Dosière, Paul Girod",oi  relatif a la revision generale des evaluations des immeubles retenus pour la determination des bases des impots directs locaux,
1098,INCOMPATIBILITES DANS LES CONSEILS MUNICIPAUX,"Raymond BOUVIER, Raymond Bouvier",oi de M. Raymond BOUVIER  RELATIVE AUX INCOMPATIBILITES FAMILIALES AU SEIN DES CONSEILS MUNICIPAUX,
1099,INCOMPATIBILITES DANS LES CONSEILS MUNICIPAUX,Ernest CARTIGNY,TENDANT A ABROGER LES DISPOSITIONS DE L'ARTICLE L.238 DU CODE ELECTORAL RELATIVES AUX INCOMPATIBILITES FAMILIALES DANS LES CONSEILS MUNICIPAUX,
1100,incompatibilites parlementaires,Georges LOMBARD,et plusieurs de ses collègues  tendant a instituer une incompatibilite entre le mandat parlementaire et celui du representant a l'Assemblee des communautes europeennes,
1101,indemnisation de dommages dus a des transfusions,Gilbert MILLET,tendant a l'indemnisation des victimes contaminees a la suite de transfusions sanguines,
1102,indemnisation de dommages lies a la perfusion,Adrien ZELLER,tendant a l'indemnisation de certains dommages lies a la perfusion de produits sanguins,
1103,indemnisation de dommages lies a la perfusion,Claude HURIET,et plusieurs de ses collègues  tendant a l'indemnisation de certains dommages lies a la perfusion de produits sanguins,
1104,indemnisation des accidentes de la circulation,Lucien RICHARD,tendant a modifier la loi du 5 juillet 1985 relative a l'amelioration de la situation des victimes d'accidents de la circulation et a l'acceleration des procedures d'indemnisation,
1105,indemnisation des accidents therapeutiques,Gilbert MILLET,relative a l'indemnisation des victimes d'accidents therapeutiques,
1106,indemnisation des anciens incorpores de force,Adrien ZELLER,tendant a l'indemnisation de certains anciens incorpores de force,
1107,INDEMNISATION DES CALAMITES AUX DOM-TOM ,"Ernest MOUTOUSSAMY, Frédéric Jalton, Louis Virapoulle",oi de M. Ernest MOUTOUSSAMY  et plusieurs de ses collègues  TENDANT A ETENDRE AUX DEPARTEMENTS ET TERRITOIRES D'OUTRE-MER LES DISPOSITIONS DE LA LOI NO 82-600 DU 13 JUILLET 1982 RELATIVE A L'INDEMNISATION DES VICTIMES DE CATASTROPHES NATURELLES,
1108,indemnisation des commissions d'office dans les TOM,,tendant a instituer au profit des communes une imposition sur les sites faisant l'objet d'amenagements specifiques aux trains a grande vitesse,
1109,indemnisation des communes traversees par les autoroutes,Alain MAYOUD,tendant a l'institution d'une indemnisation en faveur des communes traversees par les autoroutes,
1110,indemnisation des dommages dus aux transfusions de sang,Patrick BALKANY,relative a l'indemnisation des victimes de transfusions de produits sanguins,
1111,indemnisation des erreurs medicales,Michel PONIATOWSKI,et plusieurs de ses collègues  tendant a creer un fonds de garantie pour indemniser les victimes d'accidents d'origine medicale,
1112,indemnisation des erreurs medicales,Michel PONIATOWSKI,et plusieurs de ses collègues  tendant a creer un fonds de garantie pour indemniser les victimes d'accidents d'origine medicale,
1113,INDEMNISATION DES HABITANTS DE NIMES,Gilbert MILLET,"RELATIVE A L'INDEMNISATION JUSTE ET TOTALE DE TOUS LES HABITANTS DE NIMES ET SA REGION, VICTIMES DU SINISTRE DU 3 OCTOBRE 1988",
1114,indemnisation des personnes contaminees par le virus HIV,Christian ESTROSI,relative a l'indemnisation des personnes contaminees par le virus HIV a la suite de transfusions sanguines,
1115,indemnisation des personnes contamines par le virus HIV,Denis JACQUAT,tendant a la creation d'un Fonds de garantie destine a l'indemnisation des hemophiles et transfuses contamines par le virus HIV,
1116,INDEMNISATION DES RAPATRIES,Paul ALDUY,MODIFIANT LA LOI NO 87-549 DU 16 JUILLET 1987 RELATIVE AU REGLEMENT DE L'INDEMNISATION DES RAPATRIES,
1117,indemnisation des riverains des lignes a haute tension,Pierre MÉHAIGNERIE,tendant a indemniser les familles habitant dans des secteurs ou s'implantent des lignes a tres haute tention,
1118,indemnisation des riverains des lignes a haute tension,Jean ARTHUIS,et plusieurs de ses collègues  tendant a indemniser les familles qui subissent une depreciation de leurs fonds en raison de l'installation de lignes de distribution d'energie electrique,
1119,indemnisation des riverains et extension des voiries,François D'HARCOURT,tendant a la mise en oeuvre d'une indemnisation des riverains concernes par les projets de creation ou d'extension des voiries routieres et ferroviaires en milieu rural,
1120,INDEMNISATION DES VICTIMES D'ATTENTATS,Charles LEDERMAN,et plusieurs de ses collègues  TENDANT A INDEMNISER PLEINEMENT LES VICTIMES D'ATTENTATS,
1121,indemnisation des victimes de catastrophes aux DOM,Louis MERMAZ,tendant a etendre aux departements d'outre-mer les dispositions de la loi no 82-600 du 13 juillet 1982 relative a l'indemnisation des victimes de catastrophes naturelles,
1122,indemnisation des victimes de catastrophes naturelles,Lucette MICHAUX-CHEVRY,tendant a modifier la loi no 82-600 du 13 juillet 1982 relative a l'indemnisation des victimes de catastrophes naturelles,
1123,indemnisation des victimes des incendies,Louis MINETTI,relative a l'indemnisation des victimes des incendies de l'espace forestier et rural,
1124,indemnisation des victimes du SIDA,Daniel COLIN,tendant a indemniser les victimes contaminees par le virus de l'immuno-deficience humaine,
1125,indemnisation et existence d'un ouvrage public,Alain FORT,tendant a attribuer competence au juge de l'expropriation pour l'indemnisation des prejudices resultant de l'existence d'un ouvrage public,
1126,indemnite des membres du Parlement,Didier Mathus,ojet de loi organique  modifiant l'ordonnance no 58-1210 du 13 decembre 1958 portant loi organique relative a l'indemnite des membres du Parlement,
1127,independance de la Banque de France,Alain LAMASSOURE,tendant a garantir l'independance de la Banque de France,
1128,independance de la magistrature,Francis DELATTRE,tendant a renforcer les garanties d'independance de la magistrature,
1129,independance de l'institution judiciaire,Jacques TOUBON,en vue du renforcement de l'independance de l'institution judiciaire,
1130,INDEPENDANCE DES MEMBRES DES TRIBUNAUX ADMINISTRATIFS,Pierre-Rémy HOUSSIN,TENDANT A MODIFIER L'ARTICLE 18 DE LA LOI NO 86-14 DU 6 JANVIER 1986 FIXANT LES REGLES GARANTISSANT L'INDEPENDANCE DES MEMBRES DES TRIBUNAUX ADMINISTRATIFS,
1131,indexation de la dotation globale de fonctionnement,Jean-François MANCEL,tendant a modifier les regles d'indexation de la dotation globale de fonctionnement,
1132,industrie automobile francaise,"André LAJOINIE, Jacques Fleury",AJOINIE  et plusieurs de ses collègues  tendant a creer une commission d'enquete sur l'industrie automobile francaise,
1133,INELIGIBILITES AUX ELECTIONS CANTONALES,Jean Louis MASSON,TENDANT A ORGANISER UN CONTROLE DES INELIGIBILITES AUX ELECTIONS CANTONALES,
1134,INFORMATION DES CONSEILLERS MUNICIPAUX,Christine BOUTIN,TENDANT A AMELIORER L'INFORMATION DES CONSEILLERS MUNICIPAUX,
1135,INFORMATION DES TRIBUNAUX PAR L'AVOCAT ,Jacques BRUNHES,"TENDANT A INSTAURER, POUR L'AVOCAT D'UN DEMANDEUR, L'OBLIGATION IMPERATIVE DE PORTER A LA CONNAISSANCE DE LA JURIDICTION SAISIE LA CONSTITUTION DU DEFENDEUR",
1136,INFORMATION SUR LES AVANT-PROJETS DE LOI,Christine BOUTIN,TENDANT A ORGANISER L'INFORMATION DES PARLEMENTAIRES SUR LES AVANT-PROJETS DE LOI SOUMIS A UNE PROCEDURE CONSULTATIVE,
1137,INFORMATION SUR LES LOIS DES PAYS MEMBRES DE LA CEE,Louis MERMAZ,oposition de résolution de M. Louis MERMAZ  et plusieurs de ses collègues  TENDANT A COMPLETER L'ARTICLE 86 DU REGLEMENT AFIN D'AMELIORER L'INFORMATION DES DEPUTES SUR LA LEGISLATION EN VIGUEUR DANS LES AUTRES PAYS DE LA COMMUNAUTE ECONOMIQUE EUROPEENNE,
1138,information sur l'impact ecologique de la legislation,"Laurent FABIUS, Didier Migaud",de résolution de M. Laurent FABIUS  tendant a completer l'article 86 du Reglement afin d'ameliorer l'information des deputes sur l'impact ecologique de la legislation,
1139,informatisation du Livre foncier en Alsace-Moselle,Jean-Jacques WEBER,"relative a l'informatisation du Livre foncier dans les departements du Bas-Rhin, du Haut-Rhin et de la Moselle",
1140,ingenieurs du controle de la navigation aerienne,"Michel Pezet, Philippe de Bourgoing", au corps des ingenieurs du controle de la navigation aerienne,
1141,ingenieurs electroniciens de la securite aerienne,"Michel Pezet, Philippe de Bourgoing", au corps des ingenieurs electroniciens des systemes de la securite aerienne,
1142,INHUMATION AU PANTHEON DE MME EBOUE-TELL,Jean-Guy BRANGER,RELATIVE AU TRANSFERT ET A L'INHUMATION AU PANTHEON DE LA DEPOUILLE DE MME EUGENIE EBOUE-TELL,
1143,inscription a l'ordre du jour de propositions de loi,Georges COLOMBIER,"visant a permettre l'inscription, a l'ordre du jour des Assemblees, des propositions de loi ayant recueilli un nombre minimum de signatures",
1144,insecurite en Corse,"André LAJOINIE, François Massot",AJOINIE  et plusieurs de ses collègues  tendant a creer une commission d'enquete sur l'insecurite en Corse,
1145,insertion professionnelle des handicapes,Denis JACQUAT,tendant a favoriser l'insertion professionnelle des personnes handicapees en recherche d'emploi par le financement des equipements necessaires a l'adaptation de leurs vehicules en vue de leur apprentissage a la conduite automobile,
1146,insertion professionnelle des handicapes,Richard CAZENAVE,tendant a faire beneficier les associations agreees ayant pour objet la reinsertion sociale des personnes handicapees d'une partie de la contribution financiere versee par les entreprises a l'association chargee de la gestion du fonds pour l'insertion professionnelle des handicapes,
1147,inspections des forces armees en Europe,,relatif a la conduite des inspections menees en vertu de l'article 14 du traite sur les forces armees conventionnelles en Europe et du protocole sur l'inspection annexe a ce traite,
1148,installation de digicodes dans les immeubles,Alain JUPPÉ,tendant a favoriser l'installation de dispositif de fermeture organisant l'acces a des immeubles detenus en co-propriete,
1149,installation des jeunes menages,Édouard FRÉDÉRIC-DUPONT,tendant a faciliter l'installation des jeunes menages,
1150,installation europeenne de rayonnement synchrotron,Pierre Raynal, autorisant l'approbation d'une convention relative a la construction et a l'exploitation d'une installation europeenne de rayonnement synchrotron,
1151,INSTALLATIONS CLASSEES,Jean UEBERSCHLAG,TENDANT A MODIFIER LA LOI NO 76-663 DU 19 JUILLET 1976 RELATIVE AUX INSTALLATIONS CLASSEES POUR LA PROTECTION DE L'ENVIRONNEMENT,
1152,INSTALLATIONS CLASSEES,Pierre-Rémy HOUSSIN,TENDANT A MODIFIER LA LOI NO 76-663 DU 19 JUILLET 1976 RELATIVE AUX INSTALLATIONS CLASSEES POUR LA PROTECTION DE L'ENVIRONNEMENT,
1153,installations classees,Georges GRUILLOT,et plusieurs de ses collègues  tendant a modifier la loi no 76-663 du 19 juillet 1976 relative aux installations classees pour la protection de l'environnement et le code de l'urbanisme,
1154,INSTAURATION D'UNE PEINE INEXORABLE,Pierre MAZEAUD,TENDANT A L'INSTAURATION D'UNE PEINE INEXORABLE POUR LES CRIMES ODIEUX,
1155,instituant une promotion speciale aux resistants,M. Édouard LEJEUNE,"tendant a instituer une promotion speciale dans l'Ordre de la Legion d'honneur, dans l'Ordre national du Merite et un contingent special de medailles militaires pour les combattants volontaires de la Resistance titulaires de la carte de C.V.R. et de la medaille de la Resistance",
1156,INSTITUER LES DEFENSEURS DES ENFANTS,Jacques BARROT,TENDANT A INSTITUER LES DEFENSEURS DES ENFANTS,
1157,INSTITUER UN AVOCAT DE L'ENFANT,Louis MERMAZ,TENDANT A INSTITUER UN AVOCAT DE L'ENFANT,
1158,instituer un urbanisme commercial equilibre,François D'HARCOURT,tendant a instituer un urbanisme commercial equilibre,
1159,INSTITUTION DE LA MEDIATION JUDICIAIRE,Jacques LARCHÉ,PORTANT INSTITUTION DE LA MEDIATION JUDICIAIRE,
1160,Institution nationale des invalides,"Jean Proveux, Claude Prouvoyeur",ojet de loi  modifiant le code des pensions militaires d'invalidite et des victimes de la guerre et relatif a l'Institution nationale des invalides,
1161,INTELSAT,"Michel D'Aillieres, Jacques Godfrain","AUTORISANT L'ADHESION A UN PROTOCOLE RELATIF AUX PRIVILEGES, EXEMPTIONS ET IMMUNITES DE L'ORGANISATION INTERNATIONALE DE TELECOMMUNICATIONS PAR SATELLITES (INTELSAT) ",
1162,interdiction de commerce des armes,Hélène LUC,et plusieurs de ses collègues  tendant a l'interdiction du commerce des armes,
1163,interdiction de commerce des armes,André LAJOINIE,tendant a l'interdiction du commerce des armes,
1164,INTERDICTION DES APPAREILS DE JEUX DANS LES CASINOS,Daniel LE MEUR,TENDANT A INTERDIRE L'INSTALLATION DES APPAREILS DE JEUX DE HASARD DANS LES CASINOS,
1165,INTERDICTION DES COUPURES PUBLICITAIRES DES FILMS,Georges HAGE,"TENDANT A PRESERVER L'INTEGRITE DES OEUVRES CINEMATOGRAPHIQUES DIFFUSEES PAR LES CHAINES DE TELEVISION, NOTAMMENT PAR L'INTERDICTION DES COUPURES PUBLICITAIRES",
1166,INTERDICTION DES PARACHUTAGES,Michel PELCHAT,"ENDANT A INTERDIRE LES""PARACHUTAGES""LORS DES ELECTIONS LEGISLATIVES AFIN DE MORALISER LA VIE POLITIQUE""",
1167,INTERDICTION DES RELATIONS AVEC L'AFRIQUE-DU-SUD,Hélène LUC,"et plusieurs de ses collègues  TENDANT A INTERDIRE LES RELATIONS ECONOMIQUES, COMMERCIALES, CULTURELLES, MILITAIRES ET POLITIQUES AVEC L'AFRIQUE-DU-SUD TANT QUE DURERA LE REGIME D'APARTHEID",
1168,INTERDICTION DU CONTROLE MEDICAL PATRONAL,Roger GOUHIER,TENDANT A INTERDIRE LE CONTROLE MEDICAL PATRONAL,
1169,interdiction du travail de nuit pour les femmes,Marie-Claude BEAUDEAU,et plusieurs de ses collègues  relative a l'interdiction du travail de nuit pour les femmes et visant a renforcer les protections dans les secteurs ou il est indispensable,
1170,INTERDIRE LES MISES A MORT DANS LA CHASSE A COURRE,Pierre PASQUINI,TENDANT A INTERDIRE LES MISES A MORT D'ANIMAUX DANS LES CHASSES A COURRE,
1171,interdisant la publicite en faveur du minitel rose,Jean-Pierre PHILIBERT,tendant a interdire toute publicite en faveur des services telematiques a caractere pornographique,
